DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:48.218, 00005.86, 00021.97, 01074.71, 00018.83,-00002.56,-00000.64,-00009.00,-00000.90, 00015.45, 00032.29
1970-1-1 0:0:48.263, 00005.37,-00079.59, 01010.74,-00005.77,-00000.18,-00001.65,-00010.05,-00001.50, 00016.35, 00032.20
1970-1-1 0:0:48.330, 00004.88,-00064.94, 01000.00,-00001.62, 00003.16,-00000.50,-00008.70,-00000.60, 00015.75, 00032.25
1970-1-1 0:0:48.397, 00006.84,-00069.82, 01011.23, 00001.18, 00000.59, 00002.42,-00008.25,-00000.75, 00015.15, 00032.20
1970-1-1 0:0:48.464, 00009.28,-00055.18, 01010.25, 00000.08,-00002.04, 00001.47,-00009.45,-00000.60, 00015.45, 00032.58
1970-1-1 0:0:48.531,-00009.77,-00051.76, 01002.93,-00002.18,-00001.27,-00002.37,-00009.00,-00000.90, 00016.20, 00032.25
1970-1-1 0:0:48.598, 00003.42,-00067.87, 01008.79,-00000.11,-00001.44, 00001.06,-00009.45, 00000.60, 00016.95, 00032.44
1970-1-1 0:0:48.665, 00006.35,-00057.62, 01007.32, 00001.35,-00003.67, 00000.56,-00009.30,-00000.75, 00015.15, 00032.25
1970-1-1 0:0:48.732, 00018.07,-00051.27, 01000.98,-00002.94,-00000.32,-00000.14,-00008.85,-00000.30, 00014.40, 00032.25
1970-1-1 0:0:48.777,-00005.37,-00061.04, 01005.37, 00000.41, 00000.18, 00000.73,-00008.10, 00000.00, 00016.80, 00032.01
1970-1-1 0:0:48.822, 00016.11,-00055.18, 01014.16, 00000.00,-00005.27,-00000.32,-00009.30,-00001.20, 00014.85, 00032.29
1970-1-1 0:0:48.867, 00003.42,-00048.83, 01001.46,-00003.85, 00000.57,-00000.81,-00009.60,-00000.75, 00014.85, 00032.39
1970-1-1 0:0:48.912, 00009.28,-00052.73, 00997.07, 00000.69,-00002.31, 00002.40,-00009.30,-00001.20, 00015.60, 00032.39
1970-1-1 0:0:48.957, 00004.88,-00054.20, 01003.91, 00000.18,-00001.08, 00000.27,-00009.30,-00000.30, 00015.15, 00032.25
1970-1-1 0:0:49.02, 00002.93,-00047.85, 01006.84,-00000.13, 00000.44, 00002.47,-00009.45,-00000.60, 00015.00, 00032.58
1970-1-1 0:0:49.047, 00014.16,-00053.71, 01004.39,-00000.35,-00000.33, 00001.70,-00009.30,-00001.50, 00015.15, 00032.63
1970-1-1 0:0:49.092,-00005.86,-00055.66, 01017.09, 00000.78, 00000.03,-00000.09,-00008.55,-00000.30, 00014.85, 00032.10
1970-1-1 0:0:49.137, 00006.35,-00041.99, 01002.93, 00000.77,-00002.69, 00000.79,-00008.10,-00000.75, 00015.60, 00032.39
1970-1-1 0:0:49.182,-00000.49,-00053.22, 01004.88,-00000.95, 00003.45,-00000.36,-00009.90,-00000.15, 00015.45, 00032.39
1970-1-1 0:0:49.227, 00013.67,-00041.50, 01010.74,-00002.70, 00001.44,-00000.09,-00009.00,-00000.90, 00015.45, 00032.25
1970-1-1 0:0:49.272, 00008.79,-00054.20, 01000.49,-00000.30,-00000.86, 00003.55,-00009.60, 00000.75, 00016.35, 00032.39
1970-1-1 0:0:49.317, 00007.81,-00061.52, 00996.58,-00002.38, 00002.13,-00000.30,-00009.30,-00001.50, 00014.85, 00032.39
1970-1-1 0:0:49.362, 00009.77,-00050.29, 01005.86,-00000.37, 00001.77, 00000.24,-00008.85,-00001.20, 00015.15, 00032.25
1970-1-1 0:0:49.407, 00006.35,-00058.11, 01002.93,-00000.71,-00001.34, 00001.79,-00007.95,-00000.15, 00016.50, 00032.10
1970-1-1 0:0:49.452, 00004.88,-00058.11, 01001.46,-00000.95,-00001.05, 00000.89,-00009.45, 00000.60, 00015.45, 00032.44
1970-1-1 0:0:49.497, 00008.30,-00054.20, 01001.46,-00001.34, 00001.18, 00000.64,-00008.25,-00001.35, 00015.75, 00032.25
1970-1-1 0:0:49.542, 00000.00,-00051.76, 01005.86,-00001.38, 00000.64, 00000.25,-00009.00,-00001.80, 00015.75, 00032.25
1970-1-1 0:0:49.587, 00013.18,-00049.80, 01016.60, 00001.22,-00000.60, 00000.54,-00009.00,-00000.60, 00014.25, 00032.39
1970-1-1 0:0:49.632, 00014.16,-00044.92, 01001.95,-00002.43,-00002.08,-00000.56,-00009.60,-00000.75, 00015.60, 00032.58
1970-1-1 0:0:49.677,-00000.98,-00052.73, 01010.25,-00001.34, 00001.42,-00000.37,-00010.20,-00001.80, 00015.45, 00032.29
1970-1-1 0:0:49.722, 00000.98,-00048.83, 01006.35, 00002.44,-00002.73, 00003.17,-00009.45,-00000.15, 00016.50, 00032.25
1970-1-1 0:0:49.767, 00005.37,-00060.55, 00994.63, 00000.02,-00002.82, 00000.79,-00010.20,-00000.60, 00016.50, 00032.29
1970-1-1 0:0:49.834, 00017.09,-00057.62, 01009.28, 00000.57,-00003.93, 00001.14,-00009.30,-00002.40, 00015.60, 00032.25
1970-1-1 0:0:49.901, 00006.84,-00062.50, 01003.91,-00001.45,-00000.69, 00000.09,-00009.30,-00000.75, 00016.35, 00032.20
1970-1-1 0:0:49.968,-00003.91,-00046.39, 01012.70, 00002.10,-00000.35,-00000.23,-00009.45,-00000.90, 00015.75, 00032.44
1970-1-1 0:0:50.035, 00009.77,-00043.46, 01007.81, 00000.09,-00000.78, 00002.34,-00009.60,-00001.20, 00014.40, 00032.58
1970-1-1 0:0:50.102,-00011.23,-00052.25, 01015.62,-00003.02, 00000.69, 00000.31,-00007.50,-00001.35, 00016.50, 00032.58
1970-1-1 0:0:50.169, 00008.79,-00067.87, 01008.79,-00002.10, 00001.25, 00002.24,-00009.90,-00000.15, 00015.45, 00032.39
1970-1-1 0:0:50.236, 00006.35,-00059.57, 01006.35, 00001.16,-00000.21, 00000.41,-00007.65,-00001.20, 00016.35, 00032.25
1970-1-1 0:0:50.281,-00015.62,-00050.78, 00996.09,-00001.05, 00000.13, 00000.46,-00008.85,-00001.95, 00016.80, 00032.39
1970-1-1 0:0:50.326, 00015.14,-00058.11, 01003.91,-00000.83, 00001.65,-00000.37,-00010.20,-00002.55, 00016.50, 00032.39
1970-1-1 0:0:50.371, 00011.23,-00053.71, 00977.05, 00000.47,-00000.14, 00001.27,-00008.55,-00000.30, 00017.10, 00032.25
1970-1-1 0:0:50.416, 00003.42,-00060.55, 01003.42,-00000.73, 00002.47, 00001.58,-00010.05,-00001.50, 00015.90, 00032.20
1970-1-1 0:0:50.461, 00003.42,-00057.13, 01003.91,-00003.51, 00001.77, 00000.84,-00009.00,-00000.60, 00015.75, 00032.44
1970-1-1 0:0:50.506, 00000.98,-00058.59, 01010.25,-00000.56, 00001.66,-00000.44,-00009.90,-00000.15, 00016.20, 00032.29
1970-1-1 0:0:50.551, 00006.84,-00049.32, 00991.21,-00000.91,-00001.85, 00002.82,-00008.70,-00001.80, 00015.00, 00032.20
1970-1-1 0:0:50.596,-00005.86,-00045.90, 01006.35,-00002.85,-00000.65,-00001.05,-00008.25,-00001.35, 00016.50, 00032.10
1970-1-1 0:0:50.641, 00010.25,-00046.88, 00998.54,-00003.45, 00000.47,-00001.63,-00010.05, 00000.00, 00015.15, 00032.39
1970-1-1 0:0:50.686, 00011.72,-00060.06, 01010.74,-00001.42,-00005.36, 00001.37,-00008.85,-00001.20, 00016.35, 00032.29
1970-1-1 0:0:50.731, 00004.88,-00050.78, 01004.88, 00001.46, 00000.86, 00001.72,-00009.90,-00001.35, 00015.45, 00032.25
1970-1-1 0:0:50.776, 00008.30,-00059.57, 00987.79,-00003.07,-00000.62, 00001.04,-00009.90,-00000.90, 00014.25, 00032.53
1970-1-1 0:0:50.821, 00008.79,-00047.36, 01009.77,-00002.89, 00003.11,-00003.55,-00007.95,-00001.80, 00015.75, 00032.29
1970-1-1 0:0:50.866,-00005.86,-00061.04, 00999.02, 00000.23, 00000.63, 00002.57,-00009.30,-00001.20, 00015.90, 00032.10
1970-1-1 0:0:50.911,-00002.93,-00061.52, 00991.70,-00002.98,-00000.35,-00000.74,-00009.45,-00000.90, 00015.00, 00032.25
1970-1-1 0:0:50.956, 00008.79,-00058.11, 01002.93,-00002.50, 00000.00,-00000.31,-00008.25,-00001.35, 00017.25, 00032.39
1970-1-1 0:0:51.01,-00012.21,-00029.30, 00973.14,-00001.18,-00000.50, 00000.98,-00008.85,-00001.50, 00015.60, 00032.29
1970-1-1 0:0:51.046, 00009.77,-00062.50, 00962.89,-00000.99, 00000.76, 00002.78,-00009.60,-00002.40, 00014.85, 00032.10
1970-1-1 0:0:51.091, 00004.88,-00037.60, 01033.69,-00001.82,-00000.23, 00000.08,-00007.95,-00001.80, 00015.45, 00032.44
1970-1-1 0:0:51.136, 00008.30,-00057.13, 01020.51,-00004.20, 00001.62,-00004.05,-00010.20, 00000.90, 00016.20, 00032.25
1970-1-1 0:0:51.181, 00015.14,-00059.57, 01005.37,-00000.36,-00003.06, 00001.95,-00009.30,-00000.75, 00015.15, 00032.06
1970-1-1 0:0:51.226, 00003.91,-00138.18, 01009.77,-00001.74,-00002.33,-00006.60,-00009.60,-00002.40, 00015.90, 00032.39
1970-1-1 0:0:51.293,-00001.46,-00096.19, 01004.39, 00001.10,-00002.02,-00006.49,-00008.10,-00001.20, 00017.10, 00032.29
1970-1-1 0:0:51.360, 00033.69,-00041.99, 01011.23,-00000.15, 00002.27,-00000.67,-00009.30,-00000.75, 00015.90, 00032.39
1970-1-1 0:0:51.427,-00005.37,-00059.08, 01000.00,-00001.30, 00001.89, 00002.76,-00009.00,-00001.80, 00015.75, 00032.39
1970-1-1 0:0:51.494, 00003.91,-00064.94, 00997.07, 00001.14, 00000.42, 00001.71,-00009.00,-00001.35, 00014.70, 00032.01
1970-1-1 0:0:51.561,-00004.88, 00024.41, 00994.63, 00002.23,-00000.42, 00007.73,-00009.60, 00000.00, 00014.85, 00032.29
1970-1-1 0:0:51.628, 00011.23,-00051.27, 00998.05,-00001.82, 00001.69,-00000.05,-00009.45, 00000.15, 00015.45, 00032.53
1970-1-1 0:0:51.695, 00000.98, 00138.18, 00992.68, 00001.02,-00000.11,-00000.40,-00008.10,-00001.20, 00016.80, 00032.44
1970-1-1 0:0:51.740, 00015.14,-00060.06, 00996.09,-00000.28, 00000.74,-00002.56,-00008.85,-00000.75, 00015.60, 00032.39
1970-1-1 0:0:51.785, 00003.91,-00060.55, 01010.25,-00001.12,-00001.16, 00001.23,-00009.30,-00001.20, 00014.85, 00032.44
1970-1-1 0:0:51.830, 00009.77,-00060.06, 01000.49, 00000.02, 00000.69, 00001.98,-00008.85,-00000.30, 00015.15, 00032.63
1970-1-1 0:0:51.875, 00013.18,-00061.52, 01006.84,-00002.34,-00000.12, 00001.05,-00010.05, 00000.30, 00015.90, 00032.10
1970-1-1 0:0:51.920, 00000.49, 00027.34, 01010.25, 00000.03,-00001.27, 00000.60,-00009.60,-00000.30, 00015.15, 00032.39
1970-1-1 0:0:51.965, 00010.25,-00069.82, 01005.86, 00001.28, 00000.05, 00002.71,-00008.85, 00000.30, 00015.15, 00032.29
1970-1-1 0:0:52.010, 00010.74,-00032.71, 00999.51, 00003.34,-00002.83,-00001.72,-00009.60,-00000.30, 00015.15, 00032.20
1970-1-1 0:0:52.055, 00009.77,-00053.22, 01001.46,-00002.39,-00002.80, 00001.05,-00010.65,-00000.60, 00015.75, 00032.39
1970-1-1 0:0:52.100, 00016.11,-00044.43, 01008.79,-00003.27, 00001.46, 00001.85,-00009.60,-00001.50, 00014.40, 00032.39
